date,day_label,session_type,player_id,team,duration_min,total_distance_m,high_speed_distance_m,sprint_distance_m,accel_count,decel_count,mean_accel_intensity,mean_decel_intensity,max_speed_kmh,%_max_speed,distance_at_max_speed_m,rpe,hr_mean,hr_zone_1_min,hr_zone_2_min,hr_zone_3_min,hr_zone_4_min,hr_zone_5_min,internal_load_rpe,internal_load_hr
2025-01-25,MD-3,Training,57,U21,95,8990.163915871195,788.900634100039,148.88005323955812,15,16,3.26,3.45,26.6,78.2,645.6,6.5,127.1,24,19,26,26,0,617.5,244
2025-01-25,MD-3,Training,58,U21,77,7772.440176201824,687.400404374048,204.804124243458,9,9,3.52,3.89,24.1,77.7,728.6,6.0,164.3,18,21,22,13,3,462.0,193
2025-01-25,MD-3,Training,59,U21,71,5298.989148587068,493.45687785988207,0.0,11,12,3.07,3.24,26.0,78.8,411.2,3.6,172.8,16,13,17,15,10,255.6,203
2025-01-25,MD-3,Training,60,U21,68,7045.059885278766,489.93766738277884,171.94919346022857,13,13,2.54,3.86,26.2,79.2,441.2,3.5,142.9,15,18,18,11,6,238.0,179
2025-01-25,MD-3,Training,61,U19,77,5000.119092625415,432.8222599740948,0.0,15,11,3.25,3.12,26.9,80.8,209.1,7.9,125.5,17,16,21,18,5,608.3000000000001,209
2025-01-25,MD-3,Training,62,U19,76,7853.876476294026,633.0178993482981,179.27561576477066,14,6,2.98,3.85,29.7,90.5,441.0,7.0,139.4,21,19,19,10,7,532.0,191
2025-01-25,MD-3,Training,63,U19,68,6338.981432178445,440.4131110118357,160.98884715991127,8,12,2.8,3.84,26.2,74.2,325.0,6.8,156.3,18,14,15,15,6,462.4,181
2025-01-25,MD-3,Training,64,U19,81,8511.250542249814,671.4596893627355,202.86796247187564,11,8,3.47,3.4,27.3,84.0,347.5,7.3,123.2,17,16,16,26,6,591.3,231
2025-01-25,MD-3,Training,65,U19,63,6464.86783764336,511.17250535859,178.7010657397515,10,8,3.14,3.33,26.9,81.3,264.9,3.5,172.1,17,12,12,18,4,220.5,169
2025-01-25,MD-3,Training,66,U19,81,5866.718881265263,367.4437049027953,66.05002664507393,13,18,3.68,2.8,25.7,82.4,393.7,5.7,163.1,22,21,16,19,3,461.7,203
2025-01-25,MD-3,Training,67,U19,84,4163.6680270009165,313.913392986548,0.0,15,10,3.34,2.58,26.5,82.6,345.8,8.0,155.7,17,19,16,24,8,672.0,239
2025-01-25,MD-3,Training,68,U19,67,6359.285628453955,463.2590276098838,129.81859967511818,10,7,3.87,3.03,33.9,98.5,234.3,6.6,127.2,17,13,14,17,6,442.2,183
2025-01-25,MD-3,Training,69,U19,72,9263.151093304195,871.9804621162964,276.9604589278975,18,10,3.82,3.94,28.3,86.5,477.1,4.2,148.6,20,17,18,14,3,302.40000000000003,179
2025-01-25,MD-3,Training,70,U19,58,7266.977412234655,538.8115817823832,161.470701632244,7,14,3.87,3.41,27.4,86.2,421.3,6.7,153.9,15,13,15,11,4,388.6,150
2025-01-25,MD-3,Training,71,U19,74,7267.970380274079,719.8930753539746,78.28074303838977,10,9,2.77,2.69,24.0,71.4,368.7,7.7,177.0,20,16,17,16,5,569.8000000000001,192
2025-01-25,MD-3,Training,72,U19,74,7807.804218002405,442.1629942302288,0.0,12,15,2.78,2.78,24.8,71.3,585.0,3.8,134.0,19,14,15,20,6,281.2,202
2025-01-25,MD-3,Training,73,U19,61,7259.009329403021,592.6641772511639,169.55275361032747,20,7,2.92,3.89,26.5,86.0,512.1,6.1,139.9,13,14,11,18,5,372.09999999999997,171
2025-01-25,MD-3,Training,74,U19,91,5765.676680265084,416.67027266280456,0.0,17,8,3.72,3.25,29.7,90.8,204.3,7.2,170.0,24,26,18,20,3,655.2,225
2025-01-25,MD-3,Training,75,U19,68,5103.796509410083,295.6600925692122,128.32916766583853,15,14,2.66,3.38,21.9,71.6,488.5,4.6,148.6,16,15,15,18,4,312.79999999999995,183
2025-01-25,MD-3,Training,76,U19,87,8000.846421797286,774.4891826323664,152.96975058341482,16,10,2.63,2.98,31.2,98.1,492.1,4.3,148.6,19,23,24,17,4,374.09999999999997,225
2025-01-25,MD-3,Training,77,U19,69,7606.7675264456175,508.15381306176175,0.0,11,9,3.74,2.72,26.5,80.1,232.1,5.2,141.3,13,13,18,19,6,358.8,199
2025-01-25,MD-3,Training,78,U19,84,6270.3667632565675,365.67978981868754,0.0,13,13,2.72,2.76,30.0,90.9,446.9,5.3,135.8,22,17,18,20,7,445.2,225
2025-01-25,MD-3,Training,79,U19,74,6856.90220126135,659.2560656135096,0.0,9,12,2.73,2.68,30.6,95.9,519.8,7.8,130.0,15,18,16,17,8,577.1999999999999,207
2025-01-25,MD-3,Training,80,U19,72,9885.130353617798,725.4175503738952,282.81780382098003,13,14,2.64,3.28,29.8,89.5,874.3,7.8,172.4,21,17,16,15,3,561.6,178
2025-01-24,MD-4,Training,1,First Team,96,6112.878950517405,460.6838600744022,169.53735079159298,8,20,3.84,2.51,27.3,83.7,355.5,7.5,148.3,21,22,26,19,8,720.0,259
2025-01-24,MD-4,Training,2,First Team,64,6706.743184888611,340.4937508611104,79.41016803854592,11,15,2.89,2.75,28.6,88.3,319.6,6.2,139.0,15,14,15,18,2,396.8,170
2025-01-24,MD-4,Training,3,First Team,70,5633.2289067768515,500.760299821295,0.0,19,10,2.78,3.0,29.4,91.0,217.9,5.9,161.6,17,17,14,17,5,413.0,186
2025-01-24,MD-4,Training,4,First Team,85,7535.72843609344,405.81197746028454,146.53249490372875,9,13,3.35,3.05,26.1,77.0,673.5,3.3,148.0,20,21,18,21,5,280.5,225
2025-01-24,MD-4,Training,5,First Team,58,7493.35851086952,703.1866666106146,186.11696368048877,10,7,2.84,3.95,32.9,89.4,312.4,5.4,131.1,13,13,15,16,1,313.20000000000005,153
2025-01-24,MD-4,Training,6,First Team,85,7551.283238155071,687.6722948482491,145.34914799538586,20,9,3.78,2.7,35.1,97.8,231.9,7.1,136.7,19,21,25,20,0,603.5,216
2025-01-24,MD-4,Training,7,First Team,82,11564.878521561612,585.7795960793532,0.0,12,15,3.57,3.74,27.1,81.1,910.0,5.2,179.1,17,19,21,19,6,426.40000000000003,224
2025-01-24,MD-4,Training,8,First Team,70,3068.7833419971307,159.9630943671005,0.0,20,15,2.89,2.94,24.0,71.4,262.0,5.9,148.8,19,16,19,12,4,413.0,176
2025-01-24,MD-4,Training,9,First Team,69,8643.83046040592,689.5026068187316,169.69539488482596,12,14,4.0,3.54,36.6,98.4,428.3,3.9,142.6,17,15,13,18,6,269.09999999999997,188
2025-01-24,MD-4,Training,10,First Team,60,5695.465642042485,544.1944126570124,155.15469459723442,14,8,2.98,2.57,26.9,78.4,242.4,4.6,156.8,14,15,13,12,6,276.0,161
2025-01-24,MD-4,Training,11,First Team,74,7008.534665901084,630.1114965160506,0.0,14,6,3.17,3.56,34.7,95.1,229.6,6.2,126.3,18,18,20,15,3,458.8,189
2025-01-24,MD-4,Training,12,First Team,70,9054.64519189862,494.6009740722066,0.0,22,10,2.68,3.91,30.2,91.0,531.0,7.5,155.4,18,16,16,14,6,525.0,184
2025-01-24,MD-4,Training,13,First Team,76,6644.210792241294,365.13838570059477,91.80413526829028,12,16,2.7,3.09,29.5,87.5,367.8,7.6,136.2,15,18,21,19,3,577.6,205
2025-01-24,MD-4,Training,14,First Team,69,5386.365161872315,494.84123722305077,105.23793851175306,7,10,2.75,3.27,32.4,93.6,438.7,4.3,135.8,18,17,18,13,3,296.7,173
2025-01-24,MD-4,Training,15,First Team,79,7541.555280281001,506.5814184980492,120.90160374196363,17,12,2.7,2.56,27.9,82.8,310.9,5.7,147.2,15,16,20,23,5,450.3,224
2025-01-24,MD-4,Training,16,First Team,66,4302.467193747197,253.8985128864181,60.71613006333024,10,7,3.8,3.44,28.6,83.9,140.0,7.6,142.6,15,14,18,14,5,501.59999999999997,178
2025-01-24,MD-4,Training,17,First Team,64,6262.498376399723,469.8618498454629,109.13511586807691,14,13,3.52,3.47,24.7,74.6,577.1,5.9,142.9,15,13,17,14,5,377.6,173
2025-01-24,MD-4,Training,18,First Team,69,7089.553114105181,570.915117856691,90.87611932051422,13,16,3.26,3.09,30.5,91.0,511.8,5.7,155.3,18,20,18,10,3,393.3,167
2025-01-24,MD-4,Training,19,First Team,73,5043.16532948087,423.18251172762035,0.0,18,13,4.0,3.69,30.5,99.0,398.0,6.3,165.8,20,17,13,17,6,459.9,191
2025-01-24,MD-4,Training,20,First Team,69,3049.950653706746,301.82494674342104,54.4551908171193,15,12,3.76,3.24,32.3,95.6,209.0,7.9,159.6,15,18,16,16,4,545.1,183
2025-01-24,MD-4,Training,21,U23,79,7640.147176502493,617.6727376591251,138.04630853926278,15,14,2.67,3.31,23.9,73.3,401.2,7.0,126.0,21,19,15,15,9,553.0,209
2025-01-24,MD-4,Training,22,U23,66,6964.588444554462,476.9758948365621,0.0,19,11,3.29,3.83,23.1,73.3,340.4,6.4,124.6,15,14,17,14,6,422.40000000000003,180
2025-01-24,MD-4,Training,23,U23,64,8581.744048215738,513.9471496014814,180.88737126251465,10,7,3.27,3.64,32.0,95.0,496.0,3.5,167.5,16,14,14,15,5,224.0,171
2025-01-24,MD-4,Training,24,U23,75,7108.452077718719,608.0303198181092,119.71819880564375,16,7,3.55,3.54,28.4,80.9,559.9,3.3,137.4,20,16,16,22,1,247.5,193
2025-01-24,MD-4,Training,25,U23,72,5934.320279515336,541.4851366246015,161.69391212903736,12,16,2.58,3.4,25.8,79.9,263.9,3.9,153.6,14,19,18,16,5,280.8,195
2025-01-24,MD-4,Training,26,U23,59,8000.100473727414,433.1654935641924,158.45747461117975,7,8,3.56,3.64,31.4,96.9,606.8,5.5,171.3,16,16,16,8,3,324.5,143
2025-01-24,MD-4,Training,27,U23,72,5024.969783816398,501.72482173617163,0.0,11,9,2.64,2.89,29.6,95.5,414.4,8.0,158.6,20,18,19,10,5,576.0,178
2025-01-24,MD-4,Training,28,U23,56,6917.744659796884,669.3980558169098,0.0,12,12,3.48,3.99,27.4,78.1,431.0,3.1,146.0,13,13,12,14,4,173.6,151
2025-01-24,MD-4,Training,29,U23,85,4606.1498917877525,439.53606488995763,0.0,14,6,3.56,3.4,24.2,73.1,413.7,3.2,134.2,17,21,23,22,2,272.0,226
2025-01-24,MD-4,Training,30,U23,80,9495.59361325913,883.4007989798084,139.25570807547092,13,9,3.83,3.26,31.1,91.7,817.2,7.4,150.9,23,20,17,17,3,592.0,197
2025-01-24,MD-4,Training,31,U23,59,8285.402829608229,568.4139890596475,244.1455457244828,17,10,3.81,2.57,24.8,78.0,761.0,4.9,136.7,13,11,12,20,3,289.1,166
2025-01-24,MD-4,Training,32,U23,60,5282.970270917063,469.6967263914266,0.0,10,16,2.89,3.83,24.8,72.7,294.7,5.8,150.3,16,14,17,13,0,348.0,147
2025-01-24,MD-4,Training,33,U23,65,6627.446303185354,576.7208571072939,114.57853615510224,13,15,3.35,3.61,25.4,76.0,418.0,5.3,170.4,14,17,17,14,3,344.5,170
2025-01-24,MD-4,Training,34,U23,82,6490.389498195702,592.4982015557342,0.0,11,14,3.1,3.99,24.0,71.2,419.5,5.6,134.4,20,18,20,22,2,459.2,214
2025-01-24,MD-4,Training,35,U23,89,6447.952490311993,626.2870093918701,0.0,19,10,3.2,3.05,25.9,77.5,392.7,7.0,170.6,18,19,19,26,7,623.0,252
2025-01-24,MD-4,Training,36,U23,85,6833.127701531428,431.8782063857116,104.96280026776952,12,21,2.76,3.65,25.1,74.5,673.4,4.6,175.1,21,21,23,13,7,390.99999999999994,219
2025-01-24,MD-4,Training,37,U23,49,7504.693669356183,456.89428920794666,0.0,15,10,3.5,2.92,30.7,95.0,334.1,6.9,171.0,12,12,11,8,6,338.1,131
2025-01-24,MD-4,Training,38,U23,69,7348.671611924789,657.7221355840817,0.0,10,11,2.69,3.39,32.9,91.9,289.7,5.6,125.3,17,16,15,17,4,386.4,182
2025-01-24,MD-4,Training,39,U23,71,8544.574802227518,726.2107087127338,115.97173716013809,7,9,3.66,3.81,30.6,92.7,270.7,4.9,120.4,16,17,14,20,4,347.90000000000003,192
2025-01-24,MD-4,Training,40,U23,69,5985.459664595124,426.07021927994214,86.66322403365766,10,9,3.88,2.61,34.7,98.6,385.5,5.6,167.3,17,14,13,20,5,386.4,189
2025-01-24,MD-4,Training,41,U21,70,7498.023213441054,599.2304789559674,157.37503296812605,10,12,2.79,2.85,34.8,98.9,235.7,4.8,122.3,15,17,19,14,5,336.0,187
2025-01-24,MD-4,Training,42,U21,64,6361.782171399434,383.0365082016114,129.15230360839004,19,14,2.62,3.48,33.2,97.4,319.0,4.3,157.1,17,17,13,13,4,275.2,162
2025-01-24,MD-4,Training,43,U21,66,8628.538934354128,666.4734900239289,0.0,12,14,2.99,3.2,26.4,83.5,424.8,7.9,152.6,16,12,15,18,5,521.4,182
2025-01-24,MD-4,Training,44,U21,83,6058.882572439371,508.43869331961866,0.0,13,12,3.9,2.57,29.0,93.2,238.0,7.0,173.3,22,21,20,15,5,581.0,209
2025-01-24,MD-4,Training,45,U21,75,8606.46321902747,512.1323824746789,150.31887887501765,13,6,3.33,3.05,24.8,79.2,483.6,7.0,141.5,16,14,20,20,5,525.0,209
2025-01-24,MD-4,Training,46,U21,79,5909.469297514414,388.1793830668559,71.19506909326208,12,13,2.91,3.03,32.7,96.7,550.2,4.3,149.2,18,19,17,21,4,339.7,211
2025-01-24,MD-4,Training,47,U21,63,6818.604249620146,582.8373979426375,142.15653784623942,13,5,3.84,2.99,25.6,83.4,245.2,6.8,125.1,14,16,16,15,2,428.4,164
2025-01-24,MD-4,Training,48,U21,89,4642.479661887148,350.0821397539519,0.0,7,13,2.74,2.65,36.4,93.8,390.4,5.0,169.3,26,26,26,8,3,445.0,203
2025-01-24,MD-4,Training,49,U21,70,7775.312365535228,411.0877728868813,125.73360402965496,10,13,2.81,3.48,30.5,99.3,504.5,6.0,129.8,19,19,17,11,4,420.0,172
2025-01-24,MD-4,Training,50,U21,62,8956.245451688053,578.5467665426893,0.0,15,16,3.85,2.54,23.4,77.5,773.0,5.1,134.4,16,17,14,12,3,316.2,155
2025-01-24,MD-4,Training,51,U21,89,6732.683005967975,596.2904945038542,154.25015849916994,8,10,2.79,2.81,24.9,72.4,415.6,5.5,140.4,17,21,22,22,7,489.5,248
2025-01-24,MD-4,Training,52,U21,52,6430.203985244651,561.8099643041843,128.96404662164517,18,10,3.94,3.88,33.1,99.4,235.7,5.2,146.0,11,10,13,12,6,270.40000000000003,148
2025-01-24,MD-4,Training,53,U21,84,9429.305419755889,682.1409892300101,242.6089084408913,12,6,2.7,2.58,28.1,90.6,464.3,7.8,156.3,17,21,24,20,2,655.1999999999999,221
2025-01-24,MD-4,Training,54,U21,80,7018.955889400835,420.6848763057354,165.92092283548087,7,9,3.98,3.35,27.9,81.3,315.9,7.8,157.6,16,16,23,22,3,624.0,220
2025-01-24,MD-4,Training,55,U21,69,7461.680655282613,605.7984600883052,192.3177719454406,9,7,2.78,2.54,23.8,71.5,660.3,7.0,128.4,13,13,16,20,7,483.0,202
2025-01-24,MD-4,Training,56,U21,83,9199.51686011397,716.4990032377083,0.0,14,9,3.66,3.02,26.0,72.6,771.6,7.4,177.9,19,17,24,20,3,614.2,220
2025-01-24,MD-4,Training,57,U21,66,6697.305543417024,501.88970071648544,0.0,10,11,3.41,3.81,25.3,74.4,482.0,4.6,154.3,16,17,14,15,4,303.59999999999997,172
2025-01-24,MD-4,Training,58,U21,75,6718.203925476866,549.6877655175058,183.44791172730618,10,11,3.32,2.97,23.3,75.2,579.3,3.2,142.2,15,19,17,20,4,240.0,204
2025-01-24,MD-4,Training,59,U21,80,6068.913331169801,545.955924844521,89.93198389060993,5,7,3.95,2.91,26.4,80.0,331.2,7.3,154.7,20,16,22,17,5,584.0,211
2025-01-24,MD-4,Training,60,U21,77,7542.592884462743,523.2310954799756,0.0,7,14,3.23,2.63,23.9,72.2,710.1,3.0,161.9,18,17,20,13,9,231.0,209
2025-01-24,MD-4,Training,61,U19,80,6060.948993602009,507.5557456738464,173.83672383427188,7,15,3.07,3.44,28.9,86.8,453.6,6.6,163.7,18,22,16,20,4,528.0,210
2025-01-24,MD-4,Training,62,U19,73,5539.534818838736,532.2309811175587,142.39314227227123,7,7,2.86,3.05,24.4,74.4,458.0,7.2,149.3,19,14,14,18,8,525.6,201
2025-01-24,MD-4,Training,63,U19,82,6778.853765327193,407.4124174123218,109.81992151443542,18,15,3.6,2.71,26.6,75.4,508.8,5.2,133.1,21,17,22,16,6,426.40000000000003,215
2025-01-24,MD-4,Training,64,U19,60,6714.338388342419,527.0242145571664,171.38720586761252,16,13,3.73,3.41,22.8,70.2,514.7,7.6,125.0,15,15,13,16,1,456.0,153
2025-01-24,MD-4,Training,65,U19,70,7216.757574329244,687.6412614324208,207.9903401974252,11,9,3.9,3.82,29.1,87.9,585.2,7.8,171.0,16,18,18,12,6,546.0,184
2025-01-24,MD-4,Training,66,U19,95,6793.021152153492,601.573884144279,148.30208865378847,10,12,3.94,3.48,29.8,95.5,265.1,6.8,156.1,21,20,22,30,2,646.0,257
2025-01-24,MD-4,Training,67,U19,63,6727.754620270602,561.8101940951285,175.73425888500603,14,18,3.52,3.97,32.0,99.7,235.8,5.8,163.6,14,14,13,17,5,365.4,174
2025-01-24,MD-4,Training,68,U19,70,6233.1642107597745,601.9728164792692,82.55576938555967,8,12,3.89,3.45,28.4,82.6,371.1,5.9,152.3,17,17,14,18,4,413.0,185
2025-01-24,MD-4,Training,69,U19,70,7000.982715726421,413.27079738430774,147.20382491177,8,10,4.0,3.71,30.8,94.2,488.8,7.8,163.9,16,16,18,13,7,546.0,189
2025-01-24,MD-4,Training,70,U19,59,9649.900026030795,603.4066951537983,113.17058430267774,12,10,2.71,2.88,23.4,73.6,577.7,4.9,158.9,16,16,16,6,5,289.1,145
2025-01-24,MD-4,Training,71,U19,61,8255.9860811748,571.3495970903563,0.0,7,11,3.19,3.03,31.7,94.3,496.4,7.6,136.1,13,14,14,16,4,463.59999999999997,167
2025-01-24,MD-4,Training,72,U19,80,8596.622784771702,771.7915080355169,173.91309759742703,11,14,3.9,3.1,30.9,88.8,750.3,3.9,152.5,17,19,20,20,4,312.0,215
2025-01-24,MD-4,Training,73,U19,77,5194.209543057294,377.85485243328696,145.95386192641152,12,11,3.05,3.7,24.2,78.6,264.7,5.9,135.6,21,19,21,11,5,454.3,191
2025-01-24,MD-4,Training,74,U19,69,6901.488886357837,460.16479287685365,142.66114758312833,15,10,2.91,3.51,24.0,73.4,625.3,6.6,129.2,13,15,17,17,7,455.4,197
2025-01-24,MD-4,Training,75,U19,76,7993.480571104338,525.8107813042446,208.38537681277984,6,7,2.91,3.2,23.1,75.5,430.1,3.5,145.8,20,15,17,19,5,266.0,202
2025-01-24,MD-4,Training,76,U19,86,6829.869293872149,551.3404255187044,76.53861759467823,5,14,3.42,2.78,31.3,98.4,410.6,3.2,162.8,20,24,22,16,4,275.2,218
2025-01-24,MD-4,Training,77,U19,85,8132.8556537378245,577.5768553382997,89.56274270688813,15,12,2.67,3.47,27.9,84.3,368.0,3.2,152.3,23,19,18,22,3,272.0,218
2025-01-24,MD-4,Training,78,U19,69,6624.338162109258,465.3896723805693,192.82705387193892,7,11,2.75,3.57,25.8,78.2,488.4,4.6,150.4,15,16,18,17,3,317.4,184
2025-01-24,MD-4,Training,79,U19,75,8541.50093668138,687.69804760377,109.8816948280227,8,12,3.37,3.81,24.7,77.4,561.8,4.4,166.8,21,21,16,15,2,330.0,181
2025-01-24,MD-4,Training,80,U19,73,5587.817749016131,405.6057416264201,72.0124302252511,14,8,3.3,3.88,29.6,88.9,405.1,3.5,124.8,15,15,18,23,2,255.5,201
2025-01-29,MD+1,Training,1,First Team,51,5097.5828811136535,419.06574638459705,123.92373118492074,17,10,3.41,3.77,26.7,81.9,171.3,6.2,179.2,10,13,10,13,5,316.2,143
2025-01-29,MD+1,Training,2,First Team,80,3514.4255894278963,334.7993521452645,0.0,15,13,3.96,3.51,25.7,79.3,163.4,6.2,136.4,17,20,21,18,4,496.0,212
2025-01-29,MD+1,Training,3,First Team,77,4627.613739090444,384.93174797358483,120.63571637533146,11,10,3.01,3.71,31.9,98.8,457.4,6.2,148.7,16,18,18,17,8,477.40000000000003,214
2025-01-29,MD+1,Training,4,First Team,76,4574.389421395348,288.54689245288637,72.69024585288825,12,15,2.53,2.81,31.8,93.8,282.5,3.6,144.5,15,20,20,13,8,273.6,207
2025-01-29,MD+1,Training,5,First Team,64,6532.174541663036,443.80613959167624,0.0,10,9,2.68,3.02,26.2,71.2,446.6,4.7,172.3,17,15,14,11,7,300.8,168
2025-01-29,MD+1,Training,6,First Team,54,5795.370390913869,360.9557056640942,63.176773744118854,14,11,3.23,2.78,31.5,87.7,543.2,7.0,134.5,12,12,15,10,5,378.0,146
2025-01-29,MD+1,Training,7,First Team,73,7210.0589197455365,421.26658299769554,95.15232649975513,15,11,3.7,2.93,27.2,81.4,263.5,4.7,178.4,18,17,17,17,4,343.1,191
2025-01-29,MD+1,Training,8,First Team,75,8234.776231685963,611.2284023066366,198.6146080857876,7,15,3.72,2.95,32.2,95.8,726.0,4.9,144.7,17,14,19,21,4,367.5,206
2025-01-29,MD+1,Training,9,First Team,80,6484.59936466226,615.186532299562,88.39338819670267,17,9,3.74,3.56,27.4,73.7,482.6,3.0,162.6,19,16,21,18,6,240.0,216
2025-01-29,MD+1,Training,10,First Team,80,7393.235140544064,471.3623137068899,0.0,9,17,3.08,2.52,34.2,99.7,457.7,8.0,163.2,15,21,19,19,6,640.0,220
2025-01-29,MD+1,Training,11,First Team,90,6565.30266448612,582.6052646034628,165.51605379216417,13,15,2.65,3.47,27.4,75.1,203.5,4.1,129.3,22,19,20,25,4,368.99999999999994,240
2025-01-29,MD+1,Training,12,First Team,72,8054.265599885768,638.5936314801505,0.0,14,5,3.01,3.0,28.2,84.9,526.4,5.4,140.6,14,16,20,18,4,388.8,198
2025-01-29,MD+1,Training,13,First Team,67,9939.603514634511,538.4733627451246,0.0,13,9,3.94,2.55,33.4,99.1,755.0,5.0,152.4,13,13,15,18,8,335.0,196
2025-01-29,MD+1,Training,14,First Team,56,6711.620943113188,646.6294529125355,178.7173505913589,12,15,3.59,3.78,30.7,88.7,602.3,4.2,147.7,13,14,16,9,4,235.20000000000002,145
2025-01-29,MD+1,Training,15,First Team,79,5488.300173190898,340.4145705264138,0.0,14,14,2.99,2.73,30.2,89.6,437.0,3.7,135.2,16,16,15,27,5,292.3,226
2025-01-29,MD+1,Training,16,First Team,68,8857.727022863975,619.2457810828975,251.4364059194277,15,7,3.36,3.94,33.2,97.4,615.2,3.3,121.9,19,18,17,13,1,224.39999999999998,163
2025-01-29,MD+1,Training,17,First Team,79,9863.624067261475,778.4065037453291,0.0,11,13,3.48,3.89,29.0,87.6,522.4,4.0,135.1,22,19,18,19,1,316.0,195
2025-01-29,MD+1,Training,18,First Team,71,6057.671903563995,385.6849965260353,89.63510128150733,5,12,3.18,2.58,31.2,93.1,551.4,7.8,161.5,18,18,19,13,3,553.8,178
2025-01-29,MD+1,Training,19,First Team,72,9011.912176459784,743.966322151797,0.0,14,10,3.97,3.97,27.0,87.7,623.3,5.3,138.0,21,18,21,10,2,381.59999999999997,170
2025-01-29,MD+1,Training,20,First Team,68,4700.6731673290715,266.233184632069,130.69381332587653,13,11,3.35,2.6,32.3,95.6,354.8,4.4,136.5,19,18,18,10,3,299.20000000000005,164
2025-01-29,MD+1,Training,21,U23,71,7802.370520639633,399.580428702094,221.51324585906403,13,12,3.33,3.76,28.6,87.7,286.5,7.0,128.8,18,20,16,12,5,497.0,179
2025-01-29,MD+1,Training,22,U23,85,8930.917987895424,495.7721170538521,0.0,13,16,3.89,3.8,22.5,71.4,878.8,5.3,178.5,23,20,20,18,4,450.5,215
2025-01-29,MD+1,Training,23,U23,73,4325.848492020436,239.54221065067796,104.9634344911977,15,6,2.99,2.52,29.8,88.4,388.3,6.6,133.4,16,21,14,19,3,481.79999999999995,191
2025-01-29,MD+1,Training,24,U23,84,6811.812459184469,397.4928278801821,0.0,13,13,3.84,3.88,27.5,78.3,468.1,5.4,160.1,24,24,21,13,2,453.6,197
2025-01-29,MD+1,Training,25,U23,72,6009.111770492721,424.71395213090403,175.51057567534926,9,9,3.98,3.81,25.9,80.2,297.2,5.2,164.9,14,14,17,19,8,374.40000000000003,209
2025-01-29,MD+1,Training,26,U23,65,4700.6173133924185,380.03167936837326,72.96978266441867,9,8,3.17,2.7,31.4,96.9,373.0,3.8,134.8,14,18,17,11,5,247.0,170
2025-01-29,MD+1,Training,27,U23,70,3846.7445130590304,247.20717302376374,50.870053388730526,10,13,3.52,2.79,24.8,80.0,319.5,7.3,145.0,17,18,19,16,0,511.0,174
2025-01-29,MD+1,Training,28,U23,79,5773.817185918198,487.3581903235414,154.85629127123607,8,11,3.35,3.53,33.5,95.4,268.2,4.5,152.9,18,19,17,21,4,355.5,211
2025-01-29,MD+1,Training,29,U23,64,5207.092234832245,518.7098537974539,139.31061174811794,12,5,3.84,3.29,33.0,99.7,371.9,4.9,136.4,13,14,16,17,4,313.6,177
2025-01-29,MD+1,Training,30,U23,81,5741.0379313180965,399.84552761869304,102.36008651784648,12,10,3.69,3.54,32.6,96.2,441.1,3.6,150.4,21,22,17,17,4,291.6,204
2025-01-29,MD+1,Training,31,U23,79,6445.6287176791375,478.71822319873854,128.15394925084786,8,11,3.43,3.93,31.5,99.1,319.2,5.4,150.3,16,19,22,19,3,426.6,211
2025-01-29,MD+1,Training,32,U23,72,5125.254412223217,332.322244705022,56.66982298305157,9,11,2.9,3.67,31.5,92.4,496.0,5.5,152.9,19,19,17,11,6,396.0,182
2025-01-29,MD+1,Training,33,U23,75,9000.822543848712,624.74508113793,229.9299641232961,9,12,2.87,3.65,27.5,82.3,481.5,3.9,176.1,17,16,16,23,3,292.5,204
2025-01-29,MD+1,Training,34,U23,65,6370.261433139026,494.2598297254297,0.0,15,17,3.79,3.03,28.7,85.2,357.1,4.9,157.1,18,19,17,11,0,318.5,151
2025-01-29,MD+1,Training,35,U23,64,9231.31783943044,908.4560540369823,106.99821506269917,14,13,2.93,2.75,32.7,97.9,867.0,4.2,130.1,13,14,13,20,4,268.8,180
2025-01-29,MD+1,Training,36,U23,73,7653.830281389058,730.6117392042137,184.22612380080048,12,12,2.51,3.36,25.6,76.0,704.6,7.7,129.7,14,14,20,20,5,562.1,207
2025-01-29,MD+1,Training,37,U23,72,5266.3479993403425,278.3689823696622,135.38989676120053,11,13,3.61,3.82,30.3,93.8,413.0,6.5,129.7,14,17,15,21,5,468.0,202
2025-01-29,MD+1,Training,38,U23,53,3809.2825956367938,210.00611368966977,66.9953842380164,14,14,3.1,2.69,30.4,84.9,317.8,3.4,129.8,12,12,13,8,8,180.2,147
2025-01-29,MD+1,Training,39,U23,89,6739.761280108399,353.40503063805784,0.0,13,12,2.85,2.76,31.8,96.4,269.3,5.2,173.3,21,23,21,22,2,462.8,228
2025-01-29,MD+1,Training,40,U23,87,7116.434759486816,482.0731710582947,118.15508501091165,11,9,3.22,3.71,31.6,89.8,313.6,5.2,162.3,19,18,21,23,6,452.40000000000003,240
2025-01-29,MD+1,Training,41,U21,59,7962.305329057512,759.0383021242966,224.1309968144972,10,7,2.8,3.8,29.4,83.5,291.6,4.8,166.8,14,12,15,13,5,283.2,160
2025-01-29,MD+1,Training,42,U21,68,6994.738850287118,527.0057088515305,0.0,7,11,2.52,2.79,28.9,84.8,229.6,6.7,129.1,18,14,15,18,3,455.6,178
2025-01-29,MD+1,Training,43,U21,53,6558.647294348285,335.6779210603674,103.16313053233193,7,22,3.02,2.6,29.1,92.1,470.7,5.7,171.4,12,11,10,14,6,302.1,150
